id,target
boostcamp-sts-v1-test-235,2.2
boostcamp-sts-v1-test-236,2.5
boostcamp-sts-v1-test-237,2.3
boostcamp-sts-v1-test-238,1.8
boostcamp-sts-v1-test-239,2.2
boostcamp-sts-v1-test-240,1.1
boostcamp-sts-v1-test-241,0.6
boostcamp-sts-v1-test-242,0.2
boostcamp-sts-v1-test-243,4.9
boostcamp-sts-v1-test-244,1.6
boostcamp-sts-v1-test-245,4.6
boostcamp-sts-v1-test-246,3.0
boostcamp-sts-v1-test-247,4.4
boostcamp-sts-v1-test-248,4.5
boostcamp-sts-v1-test-249,4.6
boostcamp-sts-v1-test-250,0.5
boostcamp-sts-v1-test-251,1.4
boostcamp-sts-v1-test-252,0.2
boostcamp-sts-v1-test-253,3.6
boostcamp-sts-v1-test-254,3.1
boostcamp-sts-v1-test-255,5.1
boostcamp-sts-v1-test-256,3.9
boostcamp-sts-v1-test-257,1.6
boostcamp-sts-v1-test-258,4.9
boostcamp-sts-v1-test-259,3.1
boostcamp-sts-v1-test-260,5.0
boostcamp-sts-v1-test-261,4.7
boostcamp-sts-v1-test-262,4.5
boostcamp-sts-v1-test-263,4.4
boostcamp-sts-v1-test-264,5.0
boostcamp-sts-v1-test-265,3.6
boostcamp-sts-v1-test-266,4.6
boostcamp-sts-v1-test-267,2.3
boostcamp-sts-v1-test-268,1.2
boostcamp-sts-v1-test-269,0.1
boostcamp-sts-v1-test-270,4.2
boostcamp-sts-v1-test-271,2.4
boostcamp-sts-v1-test-272,2.8
boostcamp-sts-v1-test-273,5.0
boostcamp-sts-v1-test-274,4.4
boostcamp-sts-v1-test-275,5.0
boostcamp-sts-v1-test-276,2.8
boostcamp-sts-v1-test-277,1.5
boostcamp-sts-v1-test-278,2.9
boostcamp-sts-v1-test-279,4.9
boostcamp-sts-v1-test-280,0.8
boostcamp-sts-v1-test-281,4.2
boostcamp-sts-v1-test-282,4.4
boostcamp-sts-v1-test-283,0.2
boostcamp-sts-v1-test-284,3.8
boostcamp-sts-v1-test-285,2.1
boostcamp-sts-v1-test-286,1.1
boostcamp-sts-v1-test-287,4.3
boostcamp-sts-v1-test-288,0.1
boostcamp-sts-v1-test-289,-0.1
boostcamp-sts-v1-test-290,1.7
boostcamp-sts-v1-test-291,0.2
boostcamp-sts-v1-test-292,3.9
boostcamp-sts-v1-test-293,3.1
boostcamp-sts-v1-test-294,1.8
boostcamp-sts-v1-test-295,2.9
boostcamp-sts-v1-test-296,3.4
boostcamp-sts-v1-test-297,-0.0
boostcamp-sts-v1-test-298,5.1
boostcamp-sts-v1-test-299,1.0
boostcamp-sts-v1-test-300,5.2
boostcamp-sts-v1-test-301,2.7
boostcamp-sts-v1-test-302,1.2
boostcamp-sts-v1-test-303,2.9
boostcamp-sts-v1-test-304,4.0
boostcamp-sts-v1-test-305,2.5
boostcamp-sts-v1-test-306,2.5
boostcamp-sts-v1-test-307,5.1
boostcamp-sts-v1-test-308,0.6
boostcamp-sts-v1-test-309,0.8
boostcamp-sts-v1-test-310,4.6
boostcamp-sts-v1-test-311,2.3
boostcamp-sts-v1-test-312,0.6
boostcamp-sts-v1-test-313,5.1
boostcamp-sts-v1-test-314,2.5
boostcamp-sts-v1-test-315,3.4
boostcamp-sts-v1-test-316,4.4
boostcamp-sts-v1-test-317,1.1
boostcamp-sts-v1-test-318,5.1
boostcamp-sts-v1-test-319,0.9
boostcamp-sts-v1-test-320,1.0
boostcamp-sts-v1-test-321,0.4
boostcamp-sts-v1-test-322,4.4
boostcamp-sts-v1-test-323,0.9
boostcamp-sts-v1-test-324,1.0
boostcamp-sts-v1-test-325,4.8
boostcamp-sts-v1-test-326,4.2
boostcamp-sts-v1-test-327,1.8
boostcamp-sts-v1-test-328,3.1
boostcamp-sts-v1-test-329,0.4
boostcamp-sts-v1-test-330,1.1
boostcamp-sts-v1-test-331,4.4
boostcamp-sts-v1-test-332,4.1
boostcamp-sts-v1-test-333,5.1
boostcamp-sts-v1-test-334,1.9
boostcamp-sts-v1-test-335,4.5
boostcamp-sts-v1-test-336,3.6
boostcamp-sts-v1-test-337,1.5
boostcamp-sts-v1-test-338,5.0
boostcamp-sts-v1-test-339,1.7
boostcamp-sts-v1-test-340,2.3
boostcamp-sts-v1-test-341,5.2
boostcamp-sts-v1-test-342,3.0
boostcamp-sts-v1-test-343,1.2
boostcamp-sts-v1-test-344,5.2
boostcamp-sts-v1-test-345,3.9
boostcamp-sts-v1-test-346,2.5
boostcamp-sts-v1-test-347,3.5
boostcamp-sts-v1-test-348,2.9
boostcamp-sts-v1-test-349,1.3
boostcamp-sts-v1-test-350,4.5
boostcamp-sts-v1-test-351,3.0
boostcamp-sts-v1-test-352,3.1
boostcamp-sts-v1-test-353,0.3
boostcamp-sts-v1-test-354,-0.0
boostcamp-sts-v1-test-355,2.3
boostcamp-sts-v1-test-356,4.1
boostcamp-sts-v1-test-357,0.7
boostcamp-sts-v1-test-358,1.5
boostcamp-sts-v1-test-359,4.1
boostcamp-sts-v1-test-360,4.4
boostcamp-sts-v1-test-361,1.6
boostcamp-sts-v1-test-362,3.1
boostcamp-sts-v1-test-363,0.1
boostcamp-sts-v1-test-364,3.3
boostcamp-sts-v1-test-365,5.2
boostcamp-sts-v1-test-366,2.2
boostcamp-sts-v1-test-367,1.1
boostcamp-sts-v1-test-368,0.1
boostcamp-sts-v1-test-369,0.5
boostcamp-sts-v1-test-370,1.8
boostcamp-sts-v1-test-371,4.4
boostcamp-sts-v1-test-372,3.4
boostcamp-sts-v1-test-373,0.3
boostcamp-sts-v1-test-374,0.6
boostcamp-sts-v1-test-375,4.6
boostcamp-sts-v1-test-376,2.5
boostcamp-sts-v1-test-377,3.1
boostcamp-sts-v1-test-378,5.2
boostcamp-sts-v1-test-379,5.2
boostcamp-sts-v1-test-380,2.0
boostcamp-sts-v1-test-381,0.0
boostcamp-sts-v1-test-382,3.1
boostcamp-sts-v1-test-383,2.1
boostcamp-sts-v1-test-384,1.8
boostcamp-sts-v1-test-385,2.2
boostcamp-sts-v1-test-386,4.2
boostcamp-sts-v1-test-387,1.3
boostcamp-sts-v1-test-388,1.2
boostcamp-sts-v1-test-389,2.2
boostcamp-sts-v1-test-390,4.5
boostcamp-sts-v1-test-391,1.7
boostcamp-sts-v1-test-392,0.8
boostcamp-sts-v1-test-393,5.0
boostcamp-sts-v1-test-394,4.1
boostcamp-sts-v1-test-395,3.9
boostcamp-sts-v1-test-396,0.7
boostcamp-sts-v1-test-397,4.7
boostcamp-sts-v1-test-398,1.6
boostcamp-sts-v1-test-399,0.9
boostcamp-sts-v1-test-400,2.5
boostcamp-sts-v1-test-401,1.2
boostcamp-sts-v1-test-402,2.4
boostcamp-sts-v1-test-403,5.1
boostcamp-sts-v1-test-404,5.1
boostcamp-sts-v1-test-405,0.7
boostcamp-sts-v1-test-406,4.0
boostcamp-sts-v1-test-407,1.8
boostcamp-sts-v1-test-408,4.0
boostcamp-sts-v1-test-409,5.1
boostcamp-sts-v1-test-410,2.4
boostcamp-sts-v1-test-411,1.9
boostcamp-sts-v1-test-412,0.6
boostcamp-sts-v1-test-413,4.4
boostcamp-sts-v1-test-414,3.7
boostcamp-sts-v1-test-415,0.8
boostcamp-sts-v1-test-416,3.3
boostcamp-sts-v1-test-417,3.2
boostcamp-sts-v1-test-418,4.9
boostcamp-sts-v1-test-419,2.0
boostcamp-sts-v1-test-420,4.3
boostcamp-sts-v1-test-421,3.5
boostcamp-sts-v1-test-422,4.0
boostcamp-sts-v1-test-423,4.2
boostcamp-sts-v1-test-424,2.3
boostcamp-sts-v1-test-425,1.8
boostcamp-sts-v1-test-426,2.4
boostcamp-sts-v1-test-427,5.0
boostcamp-sts-v1-test-428,3.8
boostcamp-sts-v1-test-429,2.9
boostcamp-sts-v1-test-430,0.6
boostcamp-sts-v1-test-431,1.7
boostcamp-sts-v1-test-432,2.5
boostcamp-sts-v1-test-433,1.2
boostcamp-sts-v1-test-434,0.1
boostcamp-sts-v1-test-435,2.5
boostcamp-sts-v1-test-436,2.3
boostcamp-sts-v1-test-437,2.0
boostcamp-sts-v1-test-438,2.9
boostcamp-sts-v1-test-439,3.5
boostcamp-sts-v1-test-440,0.3
boostcamp-sts-v1-test-441,2.4
boostcamp-sts-v1-test-442,3.9
boostcamp-sts-v1-test-443,2.6
boostcamp-sts-v1-test-444,4.1
boostcamp-sts-v1-test-445,0.6
boostcamp-sts-v1-test-446,3.8
boostcamp-sts-v1-test-447,1.8
boostcamp-sts-v1-test-448,4.5
boostcamp-sts-v1-test-449,4.0
boostcamp-sts-v1-test-450,3.4
boostcamp-sts-v1-test-451,1.8
boostcamp-sts-v1-test-452,4.0
boostcamp-sts-v1-test-453,1.9
boostcamp-sts-v1-test-454,2.7
boostcamp-sts-v1-test-455,1.8
boostcamp-sts-v1-test-456,1.1
boostcamp-sts-v1-test-457,3.1
boostcamp-sts-v1-test-458,0.7
boostcamp-sts-v1-test-459,2.7
boostcamp-sts-v1-test-460,-0.0
boostcamp-sts-v1-test-461,4.5
boostcamp-sts-v1-test-462,4.5
boostcamp-sts-v1-test-463,3.2
boostcamp-sts-v1-test-464,1.2
boostcamp-sts-v1-test-465,-0.0
boostcamp-sts-v1-test-466,1.8
boostcamp-sts-v1-test-467,2.2
boostcamp-sts-v1-test-468,2.8
boostcamp-sts-v1-test-469,1.6
boostcamp-sts-v1-test-470,2.2
boostcamp-sts-v1-test-471,2.5
boostcamp-sts-v1-test-472,4.4
boostcamp-sts-v1-test-473,2.1
boostcamp-sts-v1-test-474,2.9
boostcamp-sts-v1-test-475,0.0
boostcamp-sts-v1-test-476,4.7
boostcamp-sts-v1-test-477,2.6
boostcamp-sts-v1-test-478,2.8
boostcamp-sts-v1-test-479,2.1
boostcamp-sts-v1-test-480,4.5
boostcamp-sts-v1-test-481,1.1
boostcamp-sts-v1-test-482,5.2
boostcamp-sts-v1-test-483,5.1
boostcamp-sts-v1-test-484,2.2
boostcamp-sts-v1-test-485,3.1
boostcamp-sts-v1-test-486,1.2
boostcamp-sts-v1-test-487,3.9
boostcamp-sts-v1-test-488,0.1
boostcamp-sts-v1-test-489,1.3
boostcamp-sts-v1-test-490,4.4
boostcamp-sts-v1-test-491,2.8
boostcamp-sts-v1-test-492,2.9
boostcamp-sts-v1-test-493,0.4
boostcamp-sts-v1-test-494,4.2
boostcamp-sts-v1-test-495,0.0
boostcamp-sts-v1-test-496,5.0
boostcamp-sts-v1-test-497,5.2
boostcamp-sts-v1-test-498,3.9
boostcamp-sts-v1-test-499,2.7
boostcamp-sts-v1-test-500,0.3
boostcamp-sts-v1-test-501,5.0
boostcamp-sts-v1-test-502,3.9
boostcamp-sts-v1-test-503,1.3
boostcamp-sts-v1-test-504,4.8
boostcamp-sts-v1-test-505,1.1
boostcamp-sts-v1-test-506,0.2
boostcamp-sts-v1-test-507,0.9
boostcamp-sts-v1-test-508,0.3
boostcamp-sts-v1-test-509,4.2
boostcamp-sts-v1-test-510,2.1
boostcamp-sts-v1-test-511,1.1
boostcamp-sts-v1-test-512,0.1
boostcamp-sts-v1-test-513,2.0
boostcamp-sts-v1-test-514,1.4
boostcamp-sts-v1-test-515,0.7
boostcamp-sts-v1-test-516,1.1
boostcamp-sts-v1-test-517,2.1
boostcamp-sts-v1-test-518,5.1
boostcamp-sts-v1-test-519,0.7
boostcamp-sts-v1-test-520,0.6
boostcamp-sts-v1-test-521,2.8
boostcamp-sts-v1-test-522,1.2
boostcamp-sts-v1-test-523,3.1
boostcamp-sts-v1-test-524,1.9
boostcamp-sts-v1-test-525,3.6
boostcamp-sts-v1-test-526,1.7
boostcamp-sts-v1-test-527,0.7
boostcamp-sts-v1-test-528,1.4
boostcamp-sts-v1-test-529,4.4
boostcamp-sts-v1-test-530,4.9
boostcamp-sts-v1-test-531,1.4
boostcamp-sts-v1-test-532,0.2
boostcamp-sts-v1-test-533,1.3
boostcamp-sts-v1-test-534,1.3
boostcamp-sts-v1-test-535,4.8
boostcamp-sts-v1-test-536,4.3
boostcamp-sts-v1-test-537,4.5
boostcamp-sts-v1-test-538,1.4
boostcamp-sts-v1-test-539,1.6
boostcamp-sts-v1-test-540,1.3
boostcamp-sts-v1-test-541,4.8
boostcamp-sts-v1-test-542,3.3
boostcamp-sts-v1-test-543,1.1
boostcamp-sts-v1-test-544,2.0
boostcamp-sts-v1-test-545,2.6
boostcamp-sts-v1-test-546,5.1
boostcamp-sts-v1-test-547,4.8
boostcamp-sts-v1-test-548,3.8
boostcamp-sts-v1-test-549,2.1
boostcamp-sts-v1-test-550,1.1
boostcamp-sts-v1-test-551,0.3
boostcamp-sts-v1-test-552,3.2
boostcamp-sts-v1-test-553,3.0
boostcamp-sts-v1-test-554,4.9
boostcamp-sts-v1-test-555,3.9
boostcamp-sts-v1-test-556,1.4
boostcamp-sts-v1-test-557,1.8
boostcamp-sts-v1-test-558,2.3
boostcamp-sts-v1-test-559,0.8
boostcamp-sts-v1-test-560,4.6
boostcamp-sts-v1-test-561,4.6
boostcamp-sts-v1-test-562,0.8
boostcamp-sts-v1-test-563,2.6
boostcamp-sts-v1-test-564,1.3
boostcamp-sts-v1-test-565,3.8
boostcamp-sts-v1-test-566,3.0
boostcamp-sts-v1-test-567,4.3
boostcamp-sts-v1-test-568,3.7
boostcamp-sts-v1-test-569,5.0
boostcamp-sts-v1-test-570,1.7
boostcamp-sts-v1-test-571,2.6
boostcamp-sts-v1-test-572,3.2
boostcamp-sts-v1-test-573,2.8
boostcamp-sts-v1-test-574,2.4
boostcamp-sts-v1-test-575,4.2
boostcamp-sts-v1-test-576,4.5
boostcamp-sts-v1-test-577,0.3
boostcamp-sts-v1-test-578,0.6
boostcamp-sts-v1-test-579,3.2
boostcamp-sts-v1-test-580,3.7
boostcamp-sts-v1-test-581,-0.0
boostcamp-sts-v1-test-582,0.4
boostcamp-sts-v1-test-583,4.6
boostcamp-sts-v1-test-584,0.1
boostcamp-sts-v1-test-585,4.3
boostcamp-sts-v1-test-586,3.3
boostcamp-sts-v1-test-587,0.8
boostcamp-sts-v1-test-588,4.5
boostcamp-sts-v1-test-589,1.0
boostcamp-sts-v1-test-590,2.5
boostcamp-sts-v1-test-591,3.5
boostcamp-sts-v1-test-592,2.4
boostcamp-sts-v1-test-593,4.4
boostcamp-sts-v1-test-594,4.1
boostcamp-sts-v1-test-595,0.2
boostcamp-sts-v1-test-596,4.2
boostcamp-sts-v1-test-597,3.8
boostcamp-sts-v1-test-598,3.3
boostcamp-sts-v1-test-599,2.7
boostcamp-sts-v1-test-600,2.3
boostcamp-sts-v1-test-601,1.9
boostcamp-sts-v1-test-602,5.1
boostcamp-sts-v1-test-603,3.6
boostcamp-sts-v1-test-604,4.5
boostcamp-sts-v1-test-605,0.2
boostcamp-sts-v1-test-606,2.5
boostcamp-sts-v1-test-607,2.7
boostcamp-sts-v1-test-608,0.0
boostcamp-sts-v1-test-609,2.5
boostcamp-sts-v1-test-610,4.3
boostcamp-sts-v1-test-611,4.7
boostcamp-sts-v1-test-612,4.1
boostcamp-sts-v1-test-613,1.0
boostcamp-sts-v1-test-614,0.7
boostcamp-sts-v1-test-615,3.9
boostcamp-sts-v1-test-616,3.9
boostcamp-sts-v1-test-617,3.6
boostcamp-sts-v1-test-618,3.7
boostcamp-sts-v1-test-619,1.8
boostcamp-sts-v1-test-620,1.2
boostcamp-sts-v1-test-621,2.7
boostcamp-sts-v1-test-622,2.1
boostcamp-sts-v1-test-623,3.8
boostcamp-sts-v1-test-624,4.5
boostcamp-sts-v1-test-625,0.2
boostcamp-sts-v1-test-626,4.1
boostcamp-sts-v1-test-627,5.1
boostcamp-sts-v1-test-628,2.8
boostcamp-sts-v1-test-629,0.8
boostcamp-sts-v1-test-630,1.3
boostcamp-sts-v1-test-631,1.5
boostcamp-sts-v1-test-632,1.5
boostcamp-sts-v1-test-633,3.6
boostcamp-sts-v1-test-634,0.6
boostcamp-sts-v1-test-635,2.0
boostcamp-sts-v1-test-636,2.6
boostcamp-sts-v1-test-637,0.2
boostcamp-sts-v1-test-638,4.4
boostcamp-sts-v1-test-639,4.5
boostcamp-sts-v1-test-640,2.1
boostcamp-sts-v1-test-641,4.5
boostcamp-sts-v1-test-642,1.7
boostcamp-sts-v1-test-643,3.0
boostcamp-sts-v1-test-644,2.9
boostcamp-sts-v1-test-645,0.3
boostcamp-sts-v1-test-646,4.5
boostcamp-sts-v1-test-647,3.2
boostcamp-sts-v1-test-648,0.5
boostcamp-sts-v1-test-649,2.4
boostcamp-sts-v1-test-650,4.4
boostcamp-sts-v1-test-651,1.5
boostcamp-sts-v1-test-652,4.6
boostcamp-sts-v1-test-653,0.5
boostcamp-sts-v1-test-654,2.7
boostcamp-sts-v1-test-655,1.9
boostcamp-sts-v1-test-656,4.9
boostcamp-sts-v1-test-657,0.8
boostcamp-sts-v1-test-658,1.9
boostcamp-sts-v1-test-659,4.8
boostcamp-sts-v1-test-660,4.3
boostcamp-sts-v1-test-661,0.1
boostcamp-sts-v1-test-662,3.4
boostcamp-sts-v1-test-663,3.9
boostcamp-sts-v1-test-664,1.2
boostcamp-sts-v1-test-665,1.5
boostcamp-sts-v1-test-666,1.4
boostcamp-sts-v1-test-667,3.3
boostcamp-sts-v1-test-668,2.5
boostcamp-sts-v1-test-669,5.1
boostcamp-sts-v1-test-670,2.6
boostcamp-sts-v1-test-671,3.7
boostcamp-sts-v1-test-672,3.0
boostcamp-sts-v1-test-673,5.0
boostcamp-sts-v1-test-674,2.0
boostcamp-sts-v1-test-675,4.3
boostcamp-sts-v1-test-676,2.8
boostcamp-sts-v1-test-677,1.9
boostcamp-sts-v1-test-678,5.0
boostcamp-sts-v1-test-679,4.3
boostcamp-sts-v1-test-680,1.2
boostcamp-sts-v1-test-681,1.5
boostcamp-sts-v1-test-682,1.5
boostcamp-sts-v1-test-683,3.9
boostcamp-sts-v1-test-684,3.4
boostcamp-sts-v1-test-685,3.7
boostcamp-sts-v1-test-686,4.6
boostcamp-sts-v1-test-687,4.6
boostcamp-sts-v1-test-688,4.8
boostcamp-sts-v1-test-689,1.8
boostcamp-sts-v1-test-690,4.3
boostcamp-sts-v1-test-691,4.0
boostcamp-sts-v1-test-692,0.1
boostcamp-sts-v1-test-693,5.1
boostcamp-sts-v1-test-694,2.7
boostcamp-sts-v1-test-695,4.1
boostcamp-sts-v1-test-696,2.6
boostcamp-sts-v1-test-697,4.0
boostcamp-sts-v1-test-698,4.5
